original_path,distorted_path,family,member,distortion_type,seed,mean_disp,max_disp,param_alpha,param_sigma,param_grid_step
data/split/train/FAMILY-19/FATHER/FM019_F3.png,data/train_distorted/distorted/FAMILY-19/FATHER/FM019_F3_local.png,FAMILY-19,FATHER,local,4201121,3.47,7.36,,,
data/split/train/FAMILY-19/FATHER/FM019_F3.png,data/train_distorted/distorted/FAMILY-19/FATHER/FM019_F3_bending.png,FAMILY-19,FATHER,bending,4201122,4.38,7.69,,,
data/split/train/FAMILY-19/FATHER/FM019_F4.png,data/train_distorted/distorted/FAMILY-19/FATHER/FM019_F4_elastic.png,FAMILY-19,FATHER,elastic,4201130,6.81,19.98,11.491,5.165,32
data/split/train/FAMILY-19/FATHER/FM019_F4.png,data/train_distorted/distorted/FAMILY-19/FATHER/FM019_F4_local.png,FAMILY-19,FATHER,local,4201131,5.32,12.62,,,
data/split/train/FAMILY-19/FATHER/FM019_F4.png,data/train_distorted/distorted/FAMILY-19/FATHER/FM019_F4_bending.png,FAMILY-19,FATHER,bending,4201132,6.65,11.07,,,
data/split/train/FAMILY-19/FATHER/FM019_F5.png,data/train_distorted/distorted/FAMILY-19/FATHER/FM019_F5_elastic.png,FAMILY-19,FATHER,elastic,4201140,5.88,12.51,11.397,6.991,32
data/split/train/FAMILY-19/FATHER/FM019_F5.png,data/train_distorted/distorted/FAMILY-19/FATHER/FM019_F5_local.png,FAMILY-19,FATHER,local,4201141,2.34,5.03,,,
data/split/train/FAMILY-19/FATHER/FM019_F5.png,data/train_distorted/distorted/FAMILY-19/FATHER/FM019_F5_bending.png,FAMILY-19,FATHER,bending,4201142,5.02,8.51,,,
data/split/train/FAMILY-19/MOTHER/FM019_M1.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M1_elastic.png,FAMILY-19,MOTHER,elastic,4201150,9.12,25.62,14.765,5.225,32
data/split/train/FAMILY-19/MOTHER/FM019_M1.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M1_local.png,FAMILY-19,MOTHER,local,4201151,3.56,8.0,,,
data/split/train/FAMILY-19/MOTHER/FM019_M1.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M1_bending.png,FAMILY-19,MOTHER,bending,4201152,6.62,11.99,,,
data/split/train/FAMILY-19/MOTHER/FM019_M2.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M2_elastic.png,FAMILY-19,MOTHER,elastic,4201160,5.58,13.73,10.508,6.376,32
data/split/train/FAMILY-19/MOTHER/FM019_M2.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M2_local.png,FAMILY-19,MOTHER,local,4201161,4.0,8.79,,,
data/split/train/FAMILY-19/MOTHER/FM019_M2.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M2_bending.png,FAMILY-19,MOTHER,bending,4201162,3.99,6.9,,,
data/split/train/FAMILY-19/MOTHER/FM019_M3.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M3_elastic.png,FAMILY-19,MOTHER,elastic,4201170,8.04,19.45,14.663,6.646,32
data/split/train/FAMILY-19/MOTHER/FM019_M3.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M3_local.png,FAMILY-19,MOTHER,local,4201171,3.04,6.38,,,
data/split/train/FAMILY-19/MOTHER/FM019_M3.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M3_bending.png,FAMILY-19,MOTHER,bending,4201172,4.23,7.58,,,
data/split/train/FAMILY-19/MOTHER/FM019_M4.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M4_elastic.png,FAMILY-19,MOTHER,elastic,4201180,7.34,17.71,11.962,5.569,32
data/split/train/FAMILY-19/MOTHER/FM019_M4.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M4_local.png,FAMILY-19,MOTHER,local,4201181,4.07,9.73,,,
data/split/train/FAMILY-19/MOTHER/FM019_M4.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M4_bending.png,FAMILY-19,MOTHER,bending,4201182,4.55,8.11,,,
data/split/train/FAMILY-19/MOTHER/FM019_M5.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M5_elastic.png,FAMILY-19,MOTHER,elastic,4201190,6.07,13.88,10.27,5.542,32
data/split/train/FAMILY-19/MOTHER/FM019_M5.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M5_local.png,FAMILY-19,MOTHER,local,4201191,3.04,6.1,,,
data/split/train/FAMILY-19/MOTHER/FM019_M5.png,data/train_distorted/distorted/FAMILY-19/MOTHER/FM019_M5_bending.png,FAMILY-19,MOTHER,bending,4201192,4.05,7.28,,,
data/split/train/FAMILY-2/CHILD/FM002_C1.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C1_elastic.png,FAMILY-2,CHILD,elastic,4201200,4.47,11.46,8.527,6.896,32
data/split/train/FAMILY-2/CHILD/FM002_C1.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C1_local.png,FAMILY-2,CHILD,local,4201201,2.61,6.22,,,
data/split/train/FAMILY-2/CHILD/FM002_C1.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C1_bending.png,FAMILY-2,CHILD,bending,4201202,3.91,7.12,,,
data/split/train/FAMILY-2/CHILD/FM002_C2.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C2_elastic.png,FAMILY-2,CHILD,elastic,4201210,7.99,19.91,13.52,5.011,32
data/split/train/FAMILY-2/CHILD/FM002_C2.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C2_local.png,FAMILY-2,CHILD,local,4201211,2.8,6.37,,,
data/split/train/FAMILY-2/CHILD/FM002_C2.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C2_bending.png,FAMILY-2,CHILD,bending,4201212,3.57,6.51,,,
data/split/train/FAMILY-2/CHILD/FM002_C3.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C3_elastic.png,FAMILY-2,CHILD,elastic,4201220,7.18,15.15,12.475,6.257,32
data/split/train/FAMILY-2/CHILD/FM002_C3.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C3_local.png,FAMILY-2,CHILD,local,4201221,2.81,6.35,,,
data/split/train/FAMILY-2/CHILD/FM002_C3.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C3_bending.png,FAMILY-2,CHILD,bending,4201222,6.62,11.46,,,
data/split/train/FAMILY-2/CHILD/FM002_C4.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C4_elastic.png,FAMILY-2,CHILD,elastic,4201230,4.84,11.14,9.046,6.815,32
data/split/train/FAMILY-2/CHILD/FM002_C4.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C4_local.png,FAMILY-2,CHILD,local,4201231,4.33,8.72,,,
data/split/train/FAMILY-2/CHILD/FM002_C4.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C4_bending.png,FAMILY-2,CHILD,bending,4201232,5.7,10.35,,,
data/split/train/FAMILY-2/CHILD/FM002_C5.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C5_elastic.png,FAMILY-2,CHILD,elastic,4201240,9.06,22.22,15.729,7.177,32
data/split/train/FAMILY-2/CHILD/FM002_C5.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C5_local.png,FAMILY-2,CHILD,local,4201241,3.9,7.96,,,
data/split/train/FAMILY-2/CHILD/FM002_C5.png,data/train_distorted/distorted/FAMILY-2/CHILD/FM002_C5_bending.png,FAMILY-2,CHILD,bending,4201242,4.33,7.74,,,
data/split/train/FAMILY-2/FATHER/FM002_F1.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F1_elastic.png,FAMILY-2,FATHER,elastic,4201250,8.62,20.52,15.055,5.69,32
data/split/train/FAMILY-2/FATHER/FM002_F1.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F1_local.png,FAMILY-2,FATHER,local,4201251,2.99,5.59,,,
data/split/train/FAMILY-2/FATHER/FM002_F1.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F1_bending.png,FAMILY-2,FATHER,bending,4201252,6.46,10.95,,,
data/split/train/FAMILY-2/FATHER/FM002_F2.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F2_elastic.png,FAMILY-2,FATHER,elastic,4201260,8.27,19.05,15.634,7.033,32
data/split/train/FAMILY-2/FATHER/FM002_F2.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F2_local.png,FAMILY-2,FATHER,local,4201261,3.05,7.33,,,
data/split/train/FAMILY-2/FATHER/FM002_F2.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F2_bending.png,FAMILY-2,FATHER,bending,4201262,3.51,5.89,,,
data/split/train/FAMILY-2/FATHER/FM002_F3.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F3_elastic.png,FAMILY-2,FATHER,elastic,4201270,5.25,10.62,8.891,6.783,32
data/split/train/FAMILY-2/FATHER/FM002_F3.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F3_local.png,FAMILY-2,FATHER,local,4201271,3.71,7.27,,,
data/split/train/FAMILY-2/FATHER/FM002_F3.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F3_bending.png,FAMILY-2,FATHER,bending,4201272,6.94,11.56,,,
data/split/train/FAMILY-2/FATHER/FM002_F4.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F4_elastic.png,FAMILY-2,FATHER,elastic,4201280,7.73,15.81,12.898,7.043,32
data/split/train/FAMILY-2/FATHER/FM002_F4.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F4_local.png,FAMILY-2,FATHER,local,4201281,3.46,8.27,,,
data/split/train/FAMILY-2/FATHER/FM002_F4.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F4_bending.png,FAMILY-2,FATHER,bending,4201282,3.86,6.69,,,
data/split/train/FAMILY-2/FATHER/FM002_F5.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F5_elastic.png,FAMILY-2,FATHER,elastic,4201290,6.07,16.34,11.792,6.564,32
data/split/train/FAMILY-2/FATHER/FM002_F5.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F5_local.png,FAMILY-2,FATHER,local,4201291,4.26,11.97,,,
data/split/train/FAMILY-2/FATHER/FM002_F5.png,data/train_distorted/distorted/FAMILY-2/FATHER/FM002_F5_bending.png,FAMILY-2,FATHER,bending,4201292,6.71,11.86,,,
data/split/train/FAMILY-2/MOTHER/FM002_M1.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M1_elastic.png,FAMILY-2,MOTHER,elastic,4201300,6.64,18.9,12.548,7.274,32
data/split/train/FAMILY-2/MOTHER/FM002_M1.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M1_local.png,FAMILY-2,MOTHER,local,4201301,3.76,8.52,,,
data/split/train/FAMILY-2/MOTHER/FM002_M1.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M1_bending.png,FAMILY-2,MOTHER,bending,4201302,5.34,9.15,,,
data/split/train/FAMILY-2/MOTHER/FM002_M2.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M2_elastic.png,FAMILY-2,MOTHER,elastic,4201310,7.8,19.52,13.492,5.903,32
data/split/train/FAMILY-2/MOTHER/FM002_M2.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M2_local.png,FAMILY-2,MOTHER,local,4201311,4.11,10.75,,,
data/split/train/FAMILY-2/MOTHER/FM002_M2.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M2_bending.png,FAMILY-2,MOTHER,bending,4201312,4.88,8.93,,,
data/split/train/FAMILY-2/MOTHER/FM002_M3.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M3_elastic.png,FAMILY-2,MOTHER,elastic,4201320,8.01,18.85,14.683,6.744,32
data/split/train/FAMILY-2/MOTHER/FM002_M3.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M3_local.png,FAMILY-2,MOTHER,local,4201321,4.06,10.85,,,
data/split/train/FAMILY-2/MOTHER/FM002_M3.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M3_bending.png,FAMILY-2,MOTHER,bending,4201322,6.72,11.83,,,
data/split/train/FAMILY-2/MOTHER/FM002_M4.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M4_elastic.png,FAMILY-2,MOTHER,elastic,4201330,4.67,12.16,8.175,5.217,32
data/split/train/FAMILY-2/MOTHER/FM002_M4.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M4_local.png,FAMILY-2,MOTHER,local,4201331,4.14,9.01,,,
data/split/train/FAMILY-2/MOTHER/FM002_M4.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M4_bending.png,FAMILY-2,MOTHER,bending,4201332,7.26,13.42,,,
data/split/train/FAMILY-2/MOTHER/FM002_M5.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M5_elastic.png,FAMILY-2,MOTHER,elastic,4201340,8.85,20.31,15.711,6.644,32
data/split/train/FAMILY-2/MOTHER/FM002_M5.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M5_local.png,FAMILY-2,MOTHER,local,4201341,5.02,10.02,,,
data/split/train/FAMILY-2/MOTHER/FM002_M5.png,data/train_distorted/distorted/FAMILY-2/MOTHER/FM002_M5_bending.png,FAMILY-2,MOTHER,bending,4201342,3.72,6.2,,,
data/split/train/FAMILY-21/CHILD/FM021_C1.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C1_elastic.png,FAMILY-21,CHILD,elastic,4201350,4.77,12.29,8.094,6.582,32
data/split/train/FAMILY-21/CHILD/FM021_C1.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C1_local.png,FAMILY-21,CHILD,local,4201351,4.16,9.69,,,
data/split/train/FAMILY-21/CHILD/FM021_C1.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C1_bending.png,FAMILY-21,CHILD,bending,4201352,7.3,13.43,,,
data/split/train/FAMILY-21/CHILD/FM021_C2.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C2_elastic.png,FAMILY-21,CHILD,elastic,4201360,8.56,18.86,14.263,5.954,32
data/split/train/FAMILY-21/CHILD/FM021_C2.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C2_local.png,FAMILY-21,CHILD,local,4201361,2.8,6.88,,,
data/split/train/FAMILY-21/CHILD/FM021_C2.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C2_bending.png,FAMILY-21,CHILD,bending,4201362,4.3,7.94,,,
data/split/train/FAMILY-21/CHILD/FM021_C3.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C3_elastic.png,FAMILY-21,CHILD,elastic,4201370,8.79,22.45,15.289,6.174,32
data/split/train/FAMILY-21/CHILD/FM021_C3.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C3_local.png,FAMILY-21,CHILD,local,4201371,3.5,6.2,,,
data/split/train/FAMILY-21/CHILD/FM021_C3.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C3_bending.png,FAMILY-21,CHILD,bending,4201372,6.97,11.65,,,
data/split/train/FAMILY-21/CHILD/FM021_C4.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C4_elastic.png,FAMILY-21,CHILD,elastic,4201380,6.1,14.41,9.817,5.208,32
data/split/train/FAMILY-21/CHILD/FM021_C4.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C4_local.png,FAMILY-21,CHILD,local,4201381,3.1,6.41,,,
data/split/train/FAMILY-21/CHILD/FM021_C4.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C4_bending.png,FAMILY-21,CHILD,bending,4201382,6.61,11.94,,,
data/split/train/FAMILY-21/CHILD/FM021_C5.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C5_elastic.png,FAMILY-21,CHILD,elastic,4201390,6.93,16.1,13.029,6.258,32
data/split/train/FAMILY-21/CHILD/FM021_C5.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C5_local.png,FAMILY-21,CHILD,local,4201391,2.98,6.5,,,
data/split/train/FAMILY-21/CHILD/FM021_C5.png,data/train_distorted/distorted/FAMILY-21/CHILD/FM021_C5_bending.png,FAMILY-21,CHILD,bending,4201392,4.57,8.05,,,
data/split/train/FAMILY-21/FATHER/FM021_F1.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F1_elastic.png,FAMILY-21,FATHER,elastic,4201400,8.5,22.42,15.284,5.181,32
data/split/train/FAMILY-21/FATHER/FM021_F1.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F1_local.png,FAMILY-21,FATHER,local,4201401,4.24,9.43,,,
data/split/train/FAMILY-21/FATHER/FM021_F1.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F1_bending.png,FAMILY-21,FATHER,bending,4201402,6.97,12.4,,,
data/split/train/FAMILY-21/FATHER/FM021_F2.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F2_elastic.png,FAMILY-21,FATHER,elastic,4201410,6.64,16.46,11.321,6.473,32
data/split/train/FAMILY-21/FATHER/FM021_F2.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F2_local.png,FAMILY-21,FATHER,local,4201411,4.89,10.31,,,
data/split/train/FAMILY-21/FATHER/FM021_F2.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F2_bending.png,FAMILY-21,FATHER,bending,4201412,6.16,10.95,,,
data/split/train/FAMILY-21/FATHER/FM021_F3.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F3_elastic.png,FAMILY-21,FATHER,elastic,4201420,6.52,17.08,12.304,6.917,32
data/split/train/FAMILY-21/FATHER/FM021_F3.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F3_local.png,FAMILY-21,FATHER,local,4201421,3.64,9.79,,,
data/split/train/FAMILY-21/FATHER/FM021_F3.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F3_bending.png,FAMILY-21,FATHER,bending,4201422,5.83,9.94,,,
data/split/train/FAMILY-21/FATHER/FM021_F4.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F4_elastic.png,FAMILY-21,FATHER,elastic,4201430,8.1,19.69,13.935,5.746,32
data/split/train/FAMILY-21/FATHER/FM021_F4.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F4_local.png,FAMILY-21,FATHER,local,4201431,3.58,7.33,,,
data/split/train/FAMILY-21/FATHER/FM021_F4.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F4_bending.png,FAMILY-21,FATHER,bending,4201432,4.48,8.2,,,
data/split/train/FAMILY-21/FATHER/FM021_F5.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F5_elastic.png,FAMILY-21,FATHER,elastic,4201440,8.81,21.72,15.284,5.537,32
data/split/train/FAMILY-21/FATHER/FM021_F5.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F5_local.png,FAMILY-21,FATHER,local,4201441,2.84,6.47,,,
data/split/train/FAMILY-21/FATHER/FM021_F5.png,data/train_distorted/distorted/FAMILY-21/FATHER/FM021_F5_bending.png,FAMILY-21,FATHER,bending,4201442,3.99,7.21,,,
data/split/train/FAMILY-21/MOTHER/FM021_M1.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M1_elastic.png,FAMILY-21,MOTHER,elastic,4201450,9.85,25.33,15.896,5.553,32
data/split/train/FAMILY-21/MOTHER/FM021_M1.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M1_local.png,FAMILY-21,MOTHER,local,4201451,2.8,6.58,,,
data/split/train/FAMILY-21/MOTHER/FM021_M1.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M1_bending.png,FAMILY-21,MOTHER,bending,4201452,6.63,11.06,,,
data/split/train/FAMILY-21/MOTHER/FM021_M2.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M2_elastic.png,FAMILY-21,MOTHER,elastic,4201460,5.68,13.38,9.915,6.057,32
data/split/train/FAMILY-21/MOTHER/FM021_M2.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M2_local.png,FAMILY-21,MOTHER,local,4201461,4.18,11.05,,,
data/split/train/FAMILY-21/MOTHER/FM021_M2.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M2_bending.png,FAMILY-21,MOTHER,bending,4201462,6.7,12.1,,,
data/split/train/FAMILY-21/MOTHER/FM021_M3.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M3_elastic.png,FAMILY-21,MOTHER,elastic,4201470,7.72,22.55,13.515,6.499,32
data/split/train/FAMILY-21/MOTHER/FM021_M3.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M3_local.png,FAMILY-21,MOTHER,local,4201471,2.63,6.99,,,
data/split/train/FAMILY-21/MOTHER/FM021_M3.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M3_bending.png,FAMILY-21,MOTHER,bending,4201472,4.89,8.42,,,
data/split/train/FAMILY-21/MOTHER/FM021_M4.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M4_elastic.png,FAMILY-21,MOTHER,elastic,4201480,5.81,15.98,11.564,6.787,32
data/split/train/FAMILY-21/MOTHER/FM021_M4.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M4_local.png,FAMILY-21,MOTHER,local,4201481,4.22,8.59,,,
data/split/train/FAMILY-21/MOTHER/FM021_M4.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M4_bending.png,FAMILY-21,MOTHER,bending,4201482,3.92,6.64,,,
data/split/train/FAMILY-21/MOTHER/FM021_M5.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M5_elastic.png,FAMILY-21,MOTHER,elastic,4201490,4.95,11.82,8.59,6.594,32
data/split/train/FAMILY-21/MOTHER/FM021_M5.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M5_local.png,FAMILY-21,MOTHER,local,4201491,3.96,8.58,,,
data/split/train/FAMILY-21/MOTHER/FM021_M5.png,data/train_distorted/distorted/FAMILY-21/MOTHER/FM021_M5_bending.png,FAMILY-21,MOTHER,bending,4201492,6.5,10.85,,,
data/split/train/FAMILY-22/CHILD/FM022_C1.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C1_elastic.png,FAMILY-22,CHILD,elastic,4201500,4.44,10.75,8.636,6.464,32
data/split/train/FAMILY-22/CHILD/FM022_C1.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C1_local.png,FAMILY-22,CHILD,local,4201501,3.96,10.46,,,
data/split/train/FAMILY-22/CHILD/FM022_C1.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C1_bending.png,FAMILY-22,CHILD,bending,4201502,4.63,7.71,,,
data/split/train/FAMILY-22/CHILD/FM022_C2.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C2_elastic.png,FAMILY-22,CHILD,elastic,4201510,6.87,15.13,11.058,5.475,32
data/split/train/FAMILY-22/CHILD/FM022_C2.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C2_local.png,FAMILY-22,CHILD,local,4201511,2.78,6.1,,,
data/split/train/FAMILY-22/CHILD/FM022_C2.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C2_bending.png,FAMILY-22,CHILD,bending,4201512,5.39,9.37,,,
data/split/train/FAMILY-22/CHILD/FM022_C3.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C3_elastic.png,FAMILY-22,CHILD,elastic,4201520,8.76,24.83,15.952,7.895,32
data/split/train/FAMILY-22/CHILD/FM022_C3.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C3_local.png,FAMILY-22,CHILD,local,4201521,3.9,8.25,,,
data/split/train/FAMILY-22/CHILD/FM022_C3.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C3_bending.png,FAMILY-22,CHILD,bending,4201522,4.83,8.05,,,
data/split/train/FAMILY-22/CHILD/FM022_C4.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C4_elastic.png,FAMILY-22,CHILD,elastic,4201530,7.71,19.67,13.898,6.64,32
data/split/train/FAMILY-22/CHILD/FM022_C4.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C4_local.png,FAMILY-22,CHILD,local,4201531,4.22,8.51,,,
data/split/train/FAMILY-22/CHILD/FM022_C4.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C4_bending.png,FAMILY-22,CHILD,bending,4201532,7.07,11.89,,,
data/split/train/FAMILY-22/CHILD/FM022_C5.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C5_elastic.png,FAMILY-22,CHILD,elastic,4201540,6.63,14.95,11.754,7.212,32
data/split/train/FAMILY-22/CHILD/FM022_C5.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C5_local.png,FAMILY-22,CHILD,local,4201541,4.38,12.05,,,
data/split/train/FAMILY-22/CHILD/FM022_C5.png,data/train_distorted/distorted/FAMILY-22/CHILD/FM022_C5_bending.png,FAMILY-22,CHILD,bending,4201542,5.66,9.57,,,
data/split/train/FAMILY-22/FATHER/FM022_F1.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F1_elastic.png,FAMILY-22,FATHER,elastic,4201550,5.21,12.07,9.18,6.935,32
data/split/train/FAMILY-22/FATHER/FM022_F1.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F1_local.png,FAMILY-22,FATHER,local,4201551,3.78,8.26,,,
data/split/train/FAMILY-22/FATHER/FM022_F1.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F1_bending.png,FAMILY-22,FATHER,bending,4201552,5.18,8.62,,,
data/split/train/FAMILY-22/FATHER/FM022_F2.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F2_elastic.png,FAMILY-22,FATHER,elastic,4201560,7.51,18.54,15.631,7.29,32
data/split/train/FAMILY-22/FATHER/FM022_F2.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F2_local.png,FAMILY-22,FATHER,local,4201561,2.86,6.75,,,
data/split/train/FAMILY-22/FATHER/FM022_F2.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F2_bending.png,FAMILY-22,FATHER,bending,4201562,5.62,9.97,,,
data/split/train/FAMILY-22/FATHER/FM022_F3.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F3_elastic.png,FAMILY-22,FATHER,elastic,4201570,7.24,16.65,13.842,5.575,32
data/split/train/FAMILY-22/FATHER/FM022_F3.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F3_local.png,FAMILY-22,FATHER,local,4201571,3.15,6.28,,,
data/split/train/FAMILY-22/FATHER/FM022_F3.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F3_bending.png,FAMILY-22,FATHER,bending,4201572,4.55,8.05,,,
data/split/train/FAMILY-22/FATHER/FM022_F4.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F4_elastic.png,FAMILY-22,FATHER,elastic,4201580,4.93,11.77,8.905,5.15,32
data/split/train/FAMILY-22/FATHER/FM022_F4.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F4_local.png,FAMILY-22,FATHER,local,4201581,4.7,10.07,,,
data/split/train/FAMILY-22/FATHER/FM022_F4.png,data/train_distorted/distorted/FAMILY-22/FATHER/FM022_F4_bending.png,FAMILY-22,FATHER,bending,4201582,6.21,10.73,,,
