type,label,image_a,image_b,family_a,family_b,member,score,raw_score,matched_pairs,decision,minutiae_a,minutiae_b
genuine,1,data/split/test/FAMILY-23/FATHER/FM023_F4.png,data/split/test/FAMILY-23/FATHER/FM023_F5.png,FAMILY-23,FAMILY-23,FATHER,0.14,7.0,0,False,40,88
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M1.png,data/split/test/FAMILY-23/MOTHER/FM023_M2.png,FAMILY-23,FAMILY-23,MOTHER,0.3,15.0,0,False,70,27
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M1.png,data/split/test/FAMILY-23/MOTHER/FM023_M3.png,FAMILY-23,FAMILY-23,MOTHER,0.26,13.0,0,False,70,37
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M1.png,data/split/test/FAMILY-23/MOTHER/FM023_M4.png,FAMILY-23,FAMILY-23,MOTHER,0.12,6.0,0,False,70,21
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M1.png,data/split/test/FAMILY-23/MOTHER/FM023_M5.png,FAMILY-23,FAMILY-23,MOTHER,0.0,0.0,0,False,70,13
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M2.png,data/split/test/FAMILY-23/MOTHER/FM023_M3.png,FAMILY-23,FAMILY-23,MOTHER,0.14,7.0,0,False,27,37
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M2.png,data/split/test/FAMILY-23/MOTHER/FM023_M4.png,FAMILY-23,FAMILY-23,MOTHER,0.12,6.0,0,False,27,21
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M2.png,data/split/test/FAMILY-23/MOTHER/FM023_M5.png,FAMILY-23,FAMILY-23,MOTHER,0.0,0.0,0,False,27,13
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M3.png,data/split/test/FAMILY-23/MOTHER/FM023_M4.png,FAMILY-23,FAMILY-23,MOTHER,0.1,5.0,0,False,37,21
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M3.png,data/split/test/FAMILY-23/MOTHER/FM023_M5.png,FAMILY-23,FAMILY-23,MOTHER,0.0,0.0,0,False,37,13
genuine,1,data/split/test/FAMILY-23/MOTHER/FM023_M4.png,data/split/test/FAMILY-23/MOTHER/FM023_M5.png,FAMILY-23,FAMILY-23,MOTHER,0.0,0.0,0,False,21,13
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C1.png,data/split/test/FAMILY-36/CHILD/FM036_C2.png,FAMILY-36,FAMILY-36,CHILD,0.14,7.0,0,False,32,33
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C1.png,data/split/test/FAMILY-36/CHILD/FM036_C3.png,FAMILY-36,FAMILY-36,CHILD,0.54,27.0,0,False,32,34
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C1.png,data/split/test/FAMILY-36/CHILD/FM036_C4.png,FAMILY-36,FAMILY-36,CHILD,0.06,3.0,0,False,32,16
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C1.png,data/split/test/FAMILY-36/CHILD/FM036_C5.png,FAMILY-36,FAMILY-36,CHILD,0.0,0.0,0,False,32,3
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C2.png,data/split/test/FAMILY-36/CHILD/FM036_C3.png,FAMILY-36,FAMILY-36,CHILD,0.1,5.0,0,False,33,34
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C2.png,data/split/test/FAMILY-36/CHILD/FM036_C4.png,FAMILY-36,FAMILY-36,CHILD,0.06,3.0,0,False,33,16
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C2.png,data/split/test/FAMILY-36/CHILD/FM036_C5.png,FAMILY-36,FAMILY-36,CHILD,0.0,0.0,0,False,33,3
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C3.png,data/split/test/FAMILY-36/CHILD/FM036_C4.png,FAMILY-36,FAMILY-36,CHILD,0.12,6.0,0,False,34,16
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C3.png,data/split/test/FAMILY-36/CHILD/FM036_C5.png,FAMILY-36,FAMILY-36,CHILD,0.0,0.0,0,False,34,3
genuine,1,data/split/test/FAMILY-36/CHILD/FM036_C4.png,data/split/test/FAMILY-36/CHILD/FM036_C5.png,FAMILY-36,FAMILY-36,CHILD,0.0,0.0,0,False,16,3
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F1.png,data/split/test/FAMILY-36/FATHER/FM036_F2.png,FAMILY-36,FAMILY-36,FATHER,0.34,17.0,0,False,87,53
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F1.png,data/split/test/FAMILY-36/FATHER/FM036_F3.png,FAMILY-36,FAMILY-36,FATHER,0.0,0.0,0,False,87,10
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F1.png,data/split/test/FAMILY-36/FATHER/FM036_F4.png,FAMILY-36,FAMILY-36,FATHER,0.0,0.0,0,False,87,10
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F1.png,data/split/test/FAMILY-36/FATHER/FM036_F5.png,FAMILY-36,FAMILY-36,FATHER,0.0,0.0,0,False,87,5
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F2.png,data/split/test/FAMILY-36/FATHER/FM036_F3.png,FAMILY-36,FAMILY-36,FATHER,0.0,0.0,0,False,53,10
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F2.png,data/split/test/FAMILY-36/FATHER/FM036_F4.png,FAMILY-36,FAMILY-36,FATHER,0.0,0.0,0,False,53,10
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F2.png,data/split/test/FAMILY-36/FATHER/FM036_F5.png,FAMILY-36,FAMILY-36,FATHER,0.0,0.0,0,False,53,5
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F3.png,data/split/test/FAMILY-36/FATHER/FM036_F4.png,FAMILY-36,FAMILY-36,FATHER,0.0,0.0,0,False,10,10
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F3.png,data/split/test/FAMILY-36/FATHER/FM036_F5.png,FAMILY-36,FAMILY-36,FATHER,0.0,0.0,0,False,10,5
genuine,1,data/split/test/FAMILY-36/FATHER/FM036_F4.png,data/split/test/FAMILY-36/FATHER/FM036_F5.png,FAMILY-36,FAMILY-36,FATHER,0.0,0.0,0,False,10,5
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M1.png,data/split/test/FAMILY-36/MOTHER/FM036_M2.png,FAMILY-36,FAMILY-36,MOTHER,0.18,9.0,0,False,81,26
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M1.png,data/split/test/FAMILY-36/MOTHER/FM036_M3.png,FAMILY-36,FAMILY-36,MOTHER,0.08,4.0,0,False,81,19
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M1.png,data/split/test/FAMILY-36/MOTHER/FM036_M4.png,FAMILY-36,FAMILY-36,MOTHER,0.1,5.0,0,False,81,30
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M1.png,data/split/test/FAMILY-36/MOTHER/FM036_M5.png,FAMILY-36,FAMILY-36,MOTHER,0.0,0.0,0,False,81,5
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M2.png,data/split/test/FAMILY-36/MOTHER/FM036_M3.png,FAMILY-36,FAMILY-36,MOTHER,0.04,2.0,0,False,26,19
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M2.png,data/split/test/FAMILY-36/MOTHER/FM036_M4.png,FAMILY-36,FAMILY-36,MOTHER,0.06,3.0,0,False,26,30
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M2.png,data/split/test/FAMILY-36/MOTHER/FM036_M5.png,FAMILY-36,FAMILY-36,MOTHER,0.0,0.0,0,False,26,5
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M3.png,data/split/test/FAMILY-36/MOTHER/FM036_M4.png,FAMILY-36,FAMILY-36,MOTHER,0.08,4.0,0,False,19,30
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M3.png,data/split/test/FAMILY-36/MOTHER/FM036_M5.png,FAMILY-36,FAMILY-36,MOTHER,0.0,0.0,0,False,19,5
genuine,1,data/split/test/FAMILY-36/MOTHER/FM036_M4.png,data/split/test/FAMILY-36/MOTHER/FM036_M5.png,FAMILY-36,FAMILY-36,MOTHER,0.0,0.0,0,False,30,5
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C1.png,data/split/test/FAMILY-37/CHILD/FM037_C2.png,FAMILY-37,FAMILY-37,CHILD,0.0,0.0,0,False,23,7
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C1.png,data/split/test/FAMILY-37/CHILD/FM037_C3.png,FAMILY-37,FAMILY-37,CHILD,0.0,0.0,0,False,23,8
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C1.png,data/split/test/FAMILY-37/CHILD/FM037_C4.png,FAMILY-37,FAMILY-37,CHILD,0.0,0.0,0,False,23,7
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C1.png,data/split/test/FAMILY-37/CHILD/FM037_C5.png,FAMILY-37,FAMILY-37,CHILD,0.06,3.0,0,False,23,21
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C2.png,data/split/test/FAMILY-37/CHILD/FM037_C3.png,FAMILY-37,FAMILY-37,CHILD,0.0,0.0,0,False,7,8
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C2.png,data/split/test/FAMILY-37/CHILD/FM037_C4.png,FAMILY-37,FAMILY-37,CHILD,0.0,0.0,0,False,7,7
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C2.png,data/split/test/FAMILY-37/CHILD/FM037_C5.png,FAMILY-37,FAMILY-37,CHILD,0.0,0.0,0,False,7,21
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C3.png,data/split/test/FAMILY-37/CHILD/FM037_C4.png,FAMILY-37,FAMILY-37,CHILD,0.0,0.0,0,False,8,7
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C3.png,data/split/test/FAMILY-37/CHILD/FM037_C5.png,FAMILY-37,FAMILY-37,CHILD,0.0,0.0,0,False,8,21
genuine,1,data/split/test/FAMILY-37/CHILD/FM037_C4.png,data/split/test/FAMILY-37/CHILD/FM037_C5.png,FAMILY-37,FAMILY-37,CHILD,0.0,0.0,0,False,7,21
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F1.png,data/split/test/FAMILY-37/FATHER/FM037_F2.png,FAMILY-37,FAMILY-37,FATHER,0.28,14.0,0,False,94,50
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F1.png,data/split/test/FAMILY-37/FATHER/FM037_F3.png,FAMILY-37,FAMILY-37,FATHER,0.52,26.0,0,False,94,67
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F1.png,data/split/test/FAMILY-37/FATHER/FM037_F4.png,FAMILY-37,FAMILY-37,FATHER,0.38,19.0,0,False,94,73
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F1.png,data/split/test/FAMILY-37/FATHER/FM037_F5.png,FAMILY-37,FAMILY-37,FATHER,0.32,16.0,0,False,94,73
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F2.png,data/split/test/FAMILY-37/FATHER/FM037_F3.png,FAMILY-37,FAMILY-37,FATHER,0.36,18.0,0,False,50,67
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F2.png,data/split/test/FAMILY-37/FATHER/FM037_F4.png,FAMILY-37,FAMILY-37,FATHER,0.26,13.0,0,False,50,73
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F2.png,data/split/test/FAMILY-37/FATHER/FM037_F5.png,FAMILY-37,FAMILY-37,FATHER,0.42,21.0,0,False,50,73
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F3.png,data/split/test/FAMILY-37/FATHER/FM037_F4.png,FAMILY-37,FAMILY-37,FATHER,0.58,29.0,0,False,67,73
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F3.png,data/split/test/FAMILY-37/FATHER/FM037_F5.png,FAMILY-37,FAMILY-37,FATHER,0.54,27.0,0,False,67,73
genuine,1,data/split/test/FAMILY-37/FATHER/FM037_F4.png,data/split/test/FAMILY-37/FATHER/FM037_F5.png,FAMILY-37,FAMILY-37,FATHER,0.4,20.0,0,False,73,73
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M1.png,data/split/test/FAMILY-37/MOTHER/FM037_M2.png,FAMILY-37,FAMILY-37,MOTHER,0.22,11.0,0,False,30,52
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M1.png,data/split/test/FAMILY-37/MOTHER/FM037_M3.png,FAMILY-37,FAMILY-37,MOTHER,0.12,6.0,0,False,30,39
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M1.png,data/split/test/FAMILY-37/MOTHER/FM037_M4.png,FAMILY-37,FAMILY-37,MOTHER,0.2,10.0,0,False,30,29
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M1.png,data/split/test/FAMILY-37/MOTHER/FM037_M5.png,FAMILY-37,FAMILY-37,MOTHER,0.0,0.0,0,False,30,0
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M2.png,data/split/test/FAMILY-37/MOTHER/FM037_M3.png,FAMILY-37,FAMILY-37,MOTHER,0.26,13.0,0,False,52,39
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M2.png,data/split/test/FAMILY-37/MOTHER/FM037_M4.png,FAMILY-37,FAMILY-37,MOTHER,0.2,10.0,0,False,52,29
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M2.png,data/split/test/FAMILY-37/MOTHER/FM037_M5.png,FAMILY-37,FAMILY-37,MOTHER,0.0,0.0,0,False,52,0
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M3.png,data/split/test/FAMILY-37/MOTHER/FM037_M4.png,FAMILY-37,FAMILY-37,MOTHER,0.1,5.0,0,False,39,29
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M3.png,data/split/test/FAMILY-37/MOTHER/FM037_M5.png,FAMILY-37,FAMILY-37,MOTHER,0.0,0.0,0,False,39,0
genuine,1,data/split/test/FAMILY-37/MOTHER/FM037_M4.png,data/split/test/FAMILY-37/MOTHER/FM037_M5.png,FAMILY-37,FAMILY-37,MOTHER,0.0,0.0,0,False,29,0
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C1.png,data/split/test/FAMILY-42/CHILD/FM042_C2.png,FAMILY-42,FAMILY-42,CHILD,0.1,5.0,0,False,42,42
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C1.png,data/split/test/FAMILY-42/CHILD/FM042_C3.png,FAMILY-42,FAMILY-42,CHILD,0.1,5.0,0,False,42,31
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C1.png,data/split/test/FAMILY-42/CHILD/FM042_C4.png,FAMILY-42,FAMILY-42,CHILD,0.2,10.0,0,False,42,45
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C1.png,data/split/test/FAMILY-42/CHILD/FM042_C5.png,FAMILY-42,FAMILY-42,CHILD,0.2,10.0,0,False,42,36
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C2.png,data/split/test/FAMILY-42/CHILD/FM042_C3.png,FAMILY-42,FAMILY-42,CHILD,0.08,4.0,0,False,42,31
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C2.png,data/split/test/FAMILY-42/CHILD/FM042_C4.png,FAMILY-42,FAMILY-42,CHILD,0.22,11.0,0,False,42,45
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C2.png,data/split/test/FAMILY-42/CHILD/FM042_C5.png,FAMILY-42,FAMILY-42,CHILD,0.2,10.0,0,False,42,36
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C3.png,data/split/test/FAMILY-42/CHILD/FM042_C4.png,FAMILY-42,FAMILY-42,CHILD,0.12,6.0,0,False,31,45
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C3.png,data/split/test/FAMILY-42/CHILD/FM042_C5.png,FAMILY-42,FAMILY-42,CHILD,0.1,5.0,0,False,31,36
genuine,1,data/split/test/FAMILY-42/CHILD/FM042_C4.png,data/split/test/FAMILY-42/CHILD/FM042_C5.png,FAMILY-42,FAMILY-42,CHILD,0.34,17.0,0,False,45,36
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F1.png,data/split/test/FAMILY-42/FATHER/FM042_F2.png,FAMILY-42,FAMILY-42,FATHER,0.84,42.0,0,False,91,84
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F1.png,data/split/test/FAMILY-42/FATHER/FM042_F3.png,FAMILY-42,FAMILY-42,FATHER,0.58,29.0,0,False,91,77
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F1.png,data/split/test/FAMILY-42/FATHER/FM042_F4.png,FAMILY-42,FAMILY-42,FATHER,0.32,16.0,0,False,91,58
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F1.png,data/split/test/FAMILY-42/FATHER/FM042_F5.png,FAMILY-42,FAMILY-42,FATHER,0.18,9.0,0,False,91,23
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F2.png,data/split/test/FAMILY-42/FATHER/FM042_F3.png,FAMILY-42,FAMILY-42,FATHER,0.68,34.0,0,False,84,77
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F2.png,data/split/test/FAMILY-42/FATHER/FM042_F4.png,FAMILY-42,FAMILY-42,FATHER,0.5,25.0,0,False,84,58
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F2.png,data/split/test/FAMILY-42/FATHER/FM042_F5.png,FAMILY-42,FAMILY-42,FATHER,0.14,7.0,0,False,84,23
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F3.png,data/split/test/FAMILY-42/FATHER/FM042_F4.png,FAMILY-42,FAMILY-42,FATHER,0.36,18.0,0,False,77,58
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F3.png,data/split/test/FAMILY-42/FATHER/FM042_F5.png,FAMILY-42,FAMILY-42,FATHER,0.14,7.0,0,False,77,23
genuine,1,data/split/test/FAMILY-42/FATHER/FM042_F4.png,data/split/test/FAMILY-42/FATHER/FM042_F5.png,FAMILY-42,FAMILY-42,FATHER,0.12,6.0,0,False,58,23
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M1.png,data/split/test/FAMILY-42/MOTHER/FM042_M2.png,FAMILY-42,FAMILY-42,MOTHER,0.2,10.0,0,False,37,19
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M1.png,data/split/test/FAMILY-42/MOTHER/FM042_M3.png,FAMILY-42,FAMILY-42,MOTHER,0.38,19.0,0,False,37,32
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M1.png,data/split/test/FAMILY-42/MOTHER/FM042_M4.png,FAMILY-42,FAMILY-42,MOTHER,0.16,8.0,0,False,37,26
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M1.png,data/split/test/FAMILY-42/MOTHER/FM042_M5.png,FAMILY-42,FAMILY-42,MOTHER,0.0,0.0,0,False,37,12
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M2.png,data/split/test/FAMILY-42/MOTHER/FM042_M3.png,FAMILY-42,FAMILY-42,MOTHER,0.08,4.0,0,False,19,32
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M2.png,data/split/test/FAMILY-42/MOTHER/FM042_M4.png,FAMILY-42,FAMILY-42,MOTHER,0.04,2.0,0,False,19,26
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M2.png,data/split/test/FAMILY-42/MOTHER/FM042_M5.png,FAMILY-42,FAMILY-42,MOTHER,0.0,0.0,0,False,19,12
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M3.png,data/split/test/FAMILY-42/MOTHER/FM042_M4.png,FAMILY-42,FAMILY-42,MOTHER,0.16,8.0,0,False,32,26
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M3.png,data/split/test/FAMILY-42/MOTHER/FM042_M5.png,FAMILY-42,FAMILY-42,MOTHER,0.0,0.0,0,False,32,12
genuine,1,data/split/test/FAMILY-42/MOTHER/FM042_M4.png,data/split/test/FAMILY-42/MOTHER/FM042_M5.png,FAMILY-42,FAMILY-42,MOTHER,0.0,0.0,0,False,26,12
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C1.png,data/split/test/FAMILY-48/CHILD/FM048_C2.png,FAMILY-48,FAMILY-48,CHILD,0.34,17.0,0,False,80,56
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C1.png,data/split/test/FAMILY-48/CHILD/FM048_C3.png,FAMILY-48,FAMILY-48,CHILD,0.38,19.0,0,False,80,58
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C1.png,data/split/test/FAMILY-48/CHILD/FM048_C4.png,FAMILY-48,FAMILY-48,CHILD,0.22,11.0,0,False,80,40
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C1.png,data/split/test/FAMILY-48/CHILD/FM048_C5.png,FAMILY-48,FAMILY-48,CHILD,0.14,7.0,0,False,80,32
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C2.png,data/split/test/FAMILY-48/CHILD/FM048_C3.png,FAMILY-48,FAMILY-48,CHILD,0.4,20.0,0,False,56,58
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C2.png,data/split/test/FAMILY-48/CHILD/FM048_C4.png,FAMILY-48,FAMILY-48,CHILD,0.36,18.0,0,False,56,40
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C2.png,data/split/test/FAMILY-48/CHILD/FM048_C5.png,FAMILY-48,FAMILY-48,CHILD,0.14,7.0,0,False,56,32
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C3.png,data/split/test/FAMILY-48/CHILD/FM048_C4.png,FAMILY-48,FAMILY-48,CHILD,0.22,11.0,0,False,58,40
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C3.png,data/split/test/FAMILY-48/CHILD/FM048_C5.png,FAMILY-48,FAMILY-48,CHILD,0.14,7.0,0,False,58,32
genuine,1,data/split/test/FAMILY-48/CHILD/FM048_C4.png,data/split/test/FAMILY-48/CHILD/FM048_C5.png,FAMILY-48,FAMILY-48,CHILD,0.14,7.0,0,False,40,32
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F1.png,data/split/test/FAMILY-48/FATHER/FM048_F2.png,FAMILY-48,FAMILY-48,FATHER,0.28,14.0,0,False,66,52
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F1.png,data/split/test/FAMILY-48/FATHER/FM048_F3.png,FAMILY-48,FAMILY-48,FATHER,0.3,15.0,0,False,66,70
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F1.png,data/split/test/FAMILY-48/FATHER/FM048_F4.png,FAMILY-48,FAMILY-48,FATHER,0.28,14.0,0,False,66,57
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F1.png,data/split/test/FAMILY-48/FATHER/FM048_F5.png,FAMILY-48,FAMILY-48,FATHER,0.18,9.0,0,False,66,39
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F2.png,data/split/test/FAMILY-48/FATHER/FM048_F3.png,FAMILY-48,FAMILY-48,FATHER,0.38,19.0,0,False,52,70
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F2.png,data/split/test/FAMILY-48/FATHER/FM048_F4.png,FAMILY-48,FAMILY-48,FATHER,0.3,15.0,0,False,52,57
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F2.png,data/split/test/FAMILY-48/FATHER/FM048_F5.png,FAMILY-48,FAMILY-48,FATHER,0.22,11.0,0,False,52,39
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F3.png,data/split/test/FAMILY-48/FATHER/FM048_F4.png,FAMILY-48,FAMILY-48,FATHER,0.32,16.0,0,False,70,57
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F3.png,data/split/test/FAMILY-48/FATHER/FM048_F5.png,FAMILY-48,FAMILY-48,FATHER,0.2,10.0,0,False,70,39
genuine,1,data/split/test/FAMILY-48/FATHER/FM048_F4.png,data/split/test/FAMILY-48/FATHER/FM048_F5.png,FAMILY-48,FAMILY-48,FATHER,0.32,16.0,0,False,57,39
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M1.png,data/split/test/FAMILY-48/MOTHER/FM048_M2.png,FAMILY-48,FAMILY-48,MOTHER,0.26,13.0,0,False,92,35
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M1.png,data/split/test/FAMILY-48/MOTHER/FM048_M3.png,FAMILY-48,FAMILY-48,MOTHER,0.12,6.0,0,False,92,25
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M1.png,data/split/test/FAMILY-48/MOTHER/FM048_M4.png,FAMILY-48,FAMILY-48,MOTHER,0.22,11.0,0,False,92,27
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M1.png,data/split/test/FAMILY-48/MOTHER/FM048_M5.png,FAMILY-48,FAMILY-48,MOTHER,0.28,14.0,0,False,92,33
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M2.png,data/split/test/FAMILY-48/MOTHER/FM048_M3.png,FAMILY-48,FAMILY-48,MOTHER,0.06,3.0,0,False,35,25
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M2.png,data/split/test/FAMILY-48/MOTHER/FM048_M4.png,FAMILY-48,FAMILY-48,MOTHER,0.22,11.0,0,False,35,27
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M2.png,data/split/test/FAMILY-48/MOTHER/FM048_M5.png,FAMILY-48,FAMILY-48,MOTHER,0.14,7.0,0,False,35,33
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M3.png,data/split/test/FAMILY-48/MOTHER/FM048_M4.png,FAMILY-48,FAMILY-48,MOTHER,0.16,8.0,0,False,25,27
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M3.png,data/split/test/FAMILY-48/MOTHER/FM048_M5.png,FAMILY-48,FAMILY-48,MOTHER,0.1,5.0,0,False,25,33
genuine,1,data/split/test/FAMILY-48/MOTHER/FM048_M4.png,data/split/test/FAMILY-48/MOTHER/FM048_M5.png,FAMILY-48,FAMILY-48,MOTHER,0.12,6.0,0,False,27,33
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C1.png,data/split/test/FAMILY-54/CHILD/FM054_C2.png,FAMILY-54,FAMILY-54,CHILD,0.0,0.0,0,False,16,0
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C1.png,data/split/test/FAMILY-54/CHILD/FM054_C3.png,FAMILY-54,FAMILY-54,CHILD,0.0,0.0,0,False,16,12
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C1.png,data/split/test/FAMILY-54/CHILD/FM054_C4.png,FAMILY-54,FAMILY-54,CHILD,0.06,3.0,0,False,16,52
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C1.png,data/split/test/FAMILY-54/CHILD/FM054_C5.png,FAMILY-54,FAMILY-54,CHILD,0.04,2.0,0,False,16,21
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C2.png,data/split/test/FAMILY-54/CHILD/FM054_C3.png,FAMILY-54,FAMILY-54,CHILD,0.0,0.0,0,False,0,12
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C2.png,data/split/test/FAMILY-54/CHILD/FM054_C4.png,FAMILY-54,FAMILY-54,CHILD,0.0,0.0,0,False,0,52
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C2.png,data/split/test/FAMILY-54/CHILD/FM054_C5.png,FAMILY-54,FAMILY-54,CHILD,0.0,0.0,0,False,0,21
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C3.png,data/split/test/FAMILY-54/CHILD/FM054_C4.png,FAMILY-54,FAMILY-54,CHILD,0.0,0.0,0,False,12,52
