split,condition,distortion,pair_type,label,probe_clean,probe,reference_clean,probe_family,reference_family,member,score
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-99/MOTHER/FM099_M3.png,data/split/val/FAMILY-99/MOTHER/FM099_M3.png,data/split/val/FAMILY-99/MOTHER/FM099_M5.png,FAMILY-99,FAMILY-99,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-99/MOTHER/FM099_M4.png,data/split/val/FAMILY-99/MOTHER/FM099_M4.png,data/split/val/FAMILY-99/MOTHER/FM099_M5.png,FAMILY-99,FAMILY-99,MOTHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,FAMILY-12,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,FAMILY-12,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,FAMILY-12,FAMILY-45,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,FAMILY-12,FAMILY-50,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,FAMILY-12,FAMILY-55,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,FAMILY-12,FAMILY-59,FATHER,0.1
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,FAMILY-12,FAMILY-68,FATHER,0.46
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,FAMILY-12,FAMILY-7,FATHER,0.3
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,FAMILY-12,FAMILY-75,FATHER,0.26
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-12,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-12,FAMILY-86,FATHER,0.2
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-12,FAMILY-89,FATHER,0.24
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-12,FAMILY-91,FATHER,0.24
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-12/FATHER/FM012_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-12,FAMILY-99,FATHER,0.1
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,FAMILY-31,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,FAMILY-31,FAMILY-45,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,FAMILY-31,FAMILY-50,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,FAMILY-31,FAMILY-55,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,FAMILY-31,FAMILY-59,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,FAMILY-31,FAMILY-68,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,FAMILY-31,FAMILY-7,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,FAMILY-31,FAMILY-75,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-31,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-31,FAMILY-86,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-31,FAMILY-89,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-31,FAMILY-91,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-31,FAMILY-99,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,FAMILY-35,FAMILY-45,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,FAMILY-35,FAMILY-50,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,FAMILY-35,FAMILY-55,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,FAMILY-35,FAMILY-59,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,FAMILY-35,FAMILY-68,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,FAMILY-35,FAMILY-7,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,FAMILY-35,FAMILY-75,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-35,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-35,FAMILY-86,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-35,FAMILY-89,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-35,FAMILY-91,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-35,FAMILY-99,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,FAMILY-45,FAMILY-50,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,FAMILY-45,FAMILY-55,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,FAMILY-45,FAMILY-59,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,FAMILY-45,FAMILY-68,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,FAMILY-45,FAMILY-7,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,FAMILY-45,FAMILY-75,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-45,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-45,FAMILY-86,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-45,FAMILY-89,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-45,FAMILY-91,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-45,FAMILY-99,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,FAMILY-50,FAMILY-55,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,FAMILY-50,FAMILY-59,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,FAMILY-50,FAMILY-68,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,FAMILY-50,FAMILY-7,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,FAMILY-50,FAMILY-75,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-50,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-50,FAMILY-86,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-50,FAMILY-89,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-50,FAMILY-91,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-50/FATHER/FM050_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-50,FAMILY-99,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,FAMILY-55,FAMILY-59,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,FAMILY-55,FAMILY-68,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,FAMILY-55,FAMILY-7,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,FAMILY-55,FAMILY-75,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-55,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-55,FAMILY-86,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-55,FAMILY-89,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-55,FAMILY-91,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-55/FATHER/FM055_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-55,FAMILY-99,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,FAMILY-59,FAMILY-68,FATHER,0.14
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,FAMILY-59,FAMILY-7,FATHER,0.22
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,FAMILY-59,FAMILY-75,FATHER,0.1
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-59,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-59,FAMILY-86,FATHER,0.1
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-59,FAMILY-89,FATHER,0.08
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-59,FAMILY-91,FATHER,0.18
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-59/FATHER/FM059_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-59,FAMILY-99,FATHER,0.06
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,FAMILY-68,FAMILY-7,FATHER,0.4
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,FAMILY-68,FAMILY-75,FATHER,0.3
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-68,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-68,FAMILY-86,FATHER,0.34
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-68,FAMILY-89,FATHER,0.32
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-68,FAMILY-91,FATHER,0.24
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-68/FATHER/FM068_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-68,FAMILY-99,FATHER,0.14
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,FAMILY-7,FAMILY-75,FATHER,0.62
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-7,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-7,FAMILY-86,FATHER,0.28
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-7,FAMILY-89,FATHER,0.36
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-7,FAMILY-91,FATHER,0.24
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-7/FATHER/FM007_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-7,FAMILY-99,FATHER,0.08
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,FAMILY-75,FAMILY-83,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-75,FAMILY-86,FATHER,0.36
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-75,FAMILY-89,FATHER,0.44
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-75,FAMILY-91,FATHER,0.28
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-75/FATHER/FM075_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-75,FAMILY-99,FATHER,0.1
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-83/FATHER/FM083_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,FAMILY-83,FAMILY-86,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-83/FATHER/FM083_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-83,FAMILY-89,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-83/FATHER/FM083_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-83,FAMILY-91,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-83/FATHER/FM083_F1.png,data/split/val/FAMILY-83/FATHER/FM083_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-83,FAMILY-99,FATHER,0.0
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-86/FATHER/FM086_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,FAMILY-86,FAMILY-89,FATHER,0.34
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-86/FATHER/FM086_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-86,FAMILY-91,FATHER,0.3
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-86/FATHER/FM086_F1.png,data/split/val/FAMILY-86/FATHER/FM086_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-86,FAMILY-99,FATHER,0.1
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-89/FATHER/FM089_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,FAMILY-89,FAMILY-91,FATHER,0.3
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-89/FATHER/FM089_F1.png,data/split/val/FAMILY-89/FATHER/FM089_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-89,FAMILY-99,FATHER,0.1
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-91/FATHER/FM091_F1.png,data/split/val/FAMILY-91/FATHER/FM091_F1.png,data/split/val/FAMILY-99/FATHER/FM099_F1.png,FAMILY-91,FAMILY-99,FATHER,0.16
validation,clean_to_clean,clean,impostor,0,data/split/val/FAMILY-12/MOTHER/FM012_M1.png,data/split/val/FAMILY-12/MOTHER/FM012_M1.png,data/split/val/FAMILY-31/MOTHER/FM031_M1.png,FAMILY-12,FAMILY-31,MOTHER,0.0
